"","X.1","X","ID","date","estacion","PM25","AOD_055","ndvi","BCSMASS_dia","DUSMASS_dia","DUSMASS25_dia","OCSMASS_dia","SO2SMASS_dia","SO4SMASS_dia","SSSMASS_dia","SSSMASS25_dia","blh_mean","blh_min","blh_max","blh_sd","sp_mean","sp_min","sp_max","sp_sd","d2m_mean","d2m_min","d2m_max","d2m_sd","t2m_mean","t2m_min","t2m_max","t2m_sd","v10_mean","v10_min","v10_max","v10_sd","u10_mean","u10_min","u10_max","u10_sd","tp_mean","tp_min","tp_max","tp_sd","DEM","dayWeek"
"4893",4893,4950,83,2023-05-27,"Medellin, Belen - I.E Pedro Justo Berrio",29.65521583,0.161133763,0.449177188,3.29e-10,9.93e-10,3.57e-10,2.04e-09,7.42e-10,1.03e-09,1.06e-09,2.42e-10,261.9560419,13.84659344,1090.401775,335.0018036,80639.77443,80435.18931,80778.59043,92.20316554,289.3933647,288.2200365,290.5654891,0.651029552,291.7928771,288.4402589,297.9172697,3.085708692,0.065898441,-0.500252159,0.940982907,0.436188613,-0.218990309,-0.579883266,0.319268604,0.264599623,0.000383534,1.78e-05,0.001852789,0.000482014,1616,6
"4894",4894,4951,83,2023-05-29,"Medellin, Belen - I.E Pedro Justo Berrio",17.52687125,0.349188647,0.449177188,3.21e-10,1.24e-09,4.27e-10,1.94e-09,7.44e-10,1.09e-09,5.82e-09,1.23e-09,298.9568378,15.14657642,1189.655512,379.8080684,80597.58583,80341.34411,80746.67957,124.6998975,289.3079315,287.0863659,291.0835253,1.115439862,291.5575735,287.1531187,296.82365,3.294938612,0.365451466,-0.18421138,1.161542671,0.408688196,-0.045876611,-0.583425542,0.602235145,0.378515287,0.000605701,8.84e-08,0.003183695,0.001010803,1616,1
"4895",4895,4952,83,2023-06-03,"Medellin, Belen - I.E Pedro Justo Berrio",21.74587875,0.15249158,0.497515515,2.92e-10,1.51e-09,5.06e-10,2.05e-09,1.19e-09,8.69e-10,9.73e-10,2.14e-10,353.7245725,16.39063345,1436.953004,474.3089064,80499.32189,80315.55543,80649.85403,105.9089557,288.5416937,286.7602093,289.6775504,0.753698165,292.1018015,286.7612275,299.1241502,4.120567407,0.262821504,-0.259750544,1.241446654,0.489569099,-0.436916952,-0.93987695,0.132948342,0.289001586,5.22e-05,0,0.00067426,0.000142674,1616,6
"4896",4896,4953,83,2023-06-07,"Medellin, Belen - I.E Pedro Justo Berrio",20.29484917,0.224777741,0.497515515,3.24e-10,2.78e-09,1.04e-09,2.03e-09,8.39e-10,9.2e-10,2.39e-09,5.18e-10,287.3558901,14.11172091,1131.387369,385.3021483,80615.78158,80421.07283,80768.39725,106.5506253,288.6330472,287.0230385,290.2332537,0.886843641,291.9588417,287.1892019,298.9207314,4.022748072,0.02748355,-0.498816497,1.121098696,0.503580659,-0.511251946,-0.915318962,-0.013086661,0.229927571,0.000145672,1.03e-09,0.001411356,0.000360185,1616,3
"4898",4898,4955,83,2023-06-12,"Medellin, Belen - I.E Pedro Justo Berrio",17.29506182,0.20642838,0.497515515,3.43e-10,2.36e-09,9.77e-10,3.19e-09,8.53e-10,1.1e-09,2.22e-09,4.38e-10,397.4909682,20.88787101,1477.792394,536.0365644,80559.532,80295.89407,80705.52368,123.1563971,288.2870858,285.5489531,290.1455234,1.043881673,292.4725754,285.5727809,299.597978,4.691412444,-0.056798526,-0.864411659,0.875602465,0.477170633,-0.729265477,-1.22462656,-0.340857794,0.241565962,0.000121872,5.24e-12,0.001478378,0.000356015,1616,1
"4899",4899,4956,83,2023-06-13,"Medellin, Belen - I.E Pedro Justo Berrio",18.03022364,0.018435632,0.497515515,3.61e-10,2.47e-09,9.95e-10,3.01e-09,1.18e-09,8.85e-10,2.98e-09,6.13e-10,473.572905,16.41738962,1708.87917,621.7840825,80492.80642,80227.79011,80632.57046,114.7866386,288.1802737,285.7856913,289.9110468,1.047401567,293.4308346,287.2432865,300.390428,4.592750105,0.288550902,-0.636630399,1.153793955,0.59194897,-0.761335478,-1.313377763,0.254587653,0.384270699,4.03e-05,0,0.000360052,9.68e-05,1616,2
"4901",4901,4958,83,2023-06-20,"Medellin, Belen - I.E Pedro Justo Berrio",15.84360875,0.127195168,0.497515515,2.74e-10,2.76e-09,9.78e-10,2.49e-09,1.66e-09,3.34e-10,2.47e-09,5.32e-10,515.31055,33.43976344,1890.560256,687.3408316,80458.22257,80274.81443,80599.36964,90.01150153,286.1867798,284.6687412,289.0910181,1.074001001,293.1549955,285.9977451,300.7018394,5.093816457,-0.013343753,-0.778641659,1.108626768,0.655453835,-1.139287441,-1.681669517,-0.416640502,0.291018426,8.42e-07,0,4.9e-06,1.27e-06,1616,2
"4903",4903,4960,83,2023-06-29,"Medellin, Belen - I.E Pedro Justo Berrio",18.13002864,0.072790222,0.497515515,2.61e-10,3.25e-09,1.14e-09,2.12e-09,6.98e-10,9.09e-10,1.44e-09,3.05e-10,409.7635483,24.12039431,1770.895897,578.1008819,80468.15315,80279.01264,80613.8994,102.4905078,288.7889155,287.2032161,290.9945092,0.808349668,293.2338849,287.4737803,300.2571089,4.430683323,0.225956457,-1.100604144,1.568203951,0.754423152,-1.026856943,-1.433203829,-0.529156505,0.229680823,7.43e-05,0,0.000700387,0.000163051,1616,4
"4904",4904,4961,83,2023-07-09,"Medellin, Belen - I.E Pedro Justo Berrio",14.35334591,0.202202682,0.474782042,3.08e-10,6.65e-09,2.57e-09,2.54e-09,1.1e-09,7.95e-10,3.28e-09,6.78e-10,416.5772609,14.96188285,1654.845731,572.7259321,80598.23379,80395.6154,80727.45718,107.2542842,288.2524847,286.2433892,289.5140495,0.950632317,292.8855401,288.1751925,299.9273007,4.244730991,0.045017985,-0.510779696,0.932767024,0.471122689,-0.958178817,-1.75464921,-0.295235294,0.429814732,0.000216479,1.78e-06,0.000812586,0.000262458,1616,7
"4905",4905,4962,83,2023-07-17,"Medellin, Belen - I.E Pedro Justo Berrio",9.672175833,0.173421353,0.474782042,3.62e-10,7.6e-09,2.48e-09,2.65e-09,1.02e-09,5.33e-10,3.57e-09,7.18e-10,419.6800991,20.79556524,1621.979029,553.8313079,80538.75156,80357.3221,80655.46511,97.44266051,287.92836,286.8541297,288.8939129,0.578114061,292.9034529,287.8258002,299.4174565,4.175668003,0.220643504,-0.563066439,1.251551038,0.557262146,-0.925464187,-1.761423429,0.199507739,0.432683641,0.000287658,2.38e-06,0.001627207,0.00043758,1616,1
"4907",4907,4964,83,2023-07-20,"Medellin, Belen - I.E Pedro Justo Berrio",15.09314348,0.04564322,0.474782042,2.75e-10,5.84e-09,1.94e-09,2.27e-09,8.21e-10,7.99e-10,2.63e-09,5.89e-10,646.6444949,33.41361557,2101.744337,830.2431867,80558.20192,80339.67722,80695.64198,110.0138513,283.9545077,282.0749296,284.7888739,0.796347968,294.1017193,287.1132491,301.5911727,5.165852358,0.051474579,-0.598979439,1.371755523,0.739700691,-1.816948451,-2.72111492,-1.087800615,0.441768286,5.07e-08,0,4.69e-07,1.06e-07,1616,4
"4908",4908,4965,83,2023-07-23,"Medellin, Belen - I.E Pedro Justo Berrio",17.13179136,0.014805263,0.474782042,3.24e-10,3.34e-09,1.2e-09,2.71e-09,8.63e-10,7.47e-10,4.93e-10,1.14e-10,541.2106763,27.94249906,1772.428606,700.8359689,80651.07755,80478.75415,80809.2387,99.45844898,285.3587947,284.2137627,286.6056545,0.556156681,292.9852719,286.5667602,299.8734365,4.850832116,0.016166814,-0.834936467,1.250225681,0.667069805,-1.269357158,-1.607587626,-0.863176782,0.203613076,7.94e-06,0,5.71e-05,1.53e-05,1616,7
"4909",4909,4966,83,2023-07-24,"Medellin, Belen - I.E Pedro Justo Berrio",14.74466783,0.193082376,0.474782042,3.96e-10,4.39e-09,1.7e-09,3.53e-09,1.36e-09,7.29e-10,1.58e-09,3e-10,434.3342911,31.55021005,1794.82286,582.7129245,80670.71066,80475.61116,80809.05038,105.5214055,286.1224932,284.3068207,287.5441824,0.685306612,293.5203725,287.6792086,301.2514066,4.828404944,-0.065331203,-0.774652615,0.823097398,0.561443942,-1.040842857,-1.721208925,-0.376215452,0.348345433,2.69e-05,5.96e-13,0.000178001,4.72e-05,1616,1
"4910",4910,4967,83,2023-07-28,"Medellin, Belen - I.E Pedro Justo Berrio",19.0595575,0.063915595,0.474782042,3.61e-10,2.58e-09,9.9e-10,2.51e-09,1e-09,1.31e-09,1.1e-09,2.36e-10,441.2104287,16.05233432,1790.128961,595.0159079,80611.28224,80404.83148,80785.26947,119.93731,288.2309646,287.0702148,289.1939099,0.591573475,292.8623326,287.6754428,299.9791843,4.35860743,0.056585605,-0.707174843,1.013892066,0.46063638,-0.954216743,-1.825321762,-0.171969143,0.36857,0.000292665,4.12e-07,0.002099736,0.000527399,1616,5
"4912",4912,4969,83,2023-08-02,"Medellin, Belen - I.E Pedro Justo Berrio",22.63348261,0.157211683,0.428258761,3.41e-10,2.33e-09,7.8e-10,3.12e-09,1.35e-09,3.76e-10,1.42e-09,3.29e-10,697.0966782,32.77831151,2149.995125,841.5963178,80723.77961,80506.98607,80844.15754,106.8077763,284.468025,281.2666762,286.5405159,1.521293568,292.4797486,285.6786557,300.3928487,5.282932845,-0.151304446,-0.879570413,0.889896962,0.636362288,-1.318871564,-2.26492882,-0.509296602,0.468937901,1.51e-05,0,0.000333212,6.78e-05,1616,3
"4913",4913,4970,83,2023-08-04,"Medellin, Belen - I.E Pedro Justo Berrio",21.20896833,0.048990486,0.428258761,4.09e-10,3.79e-09,1.42e-09,3.66e-09,1.58e-09,4.35e-10,2.05e-09,4.79e-10,735.3910507,29.31142369,2252.193871,892.9244856,80593.09303,80312.61132,80739.14641,131.1943784,285.3645988,282.1095228,287.0629739,1.600122562,293.3923865,286.247203,301.4695245,5.43132503,-0.032678065,-0.760584382,0.987580019,0.549635323,-1.232739229,-1.572382935,-0.704297614,0.224691793,6.35e-06,0,5.89e-05,1.41e-05,1616,5
"4914",4914,4971,83,2023-08-05,"Medellin, Belen - I.E Pedro Justo Berrio",21.64193409,0.097867087,0.428258761,4.48e-10,2.43e-09,9.62e-10,4.04e-09,1.77e-09,4.92e-10,1.22e-09,2.56e-10,632.3927468,20.49259949,2250.277062,838.4004619,80580.57332,80363.56949,80740.02824,121.9314865,286.1621701,283.5648379,287.9719632,1.292296664,294.0272714,287.15837,302.5856048,5.283619086,0.120372132,-0.528563144,1.070481302,0.549841044,-1.211311768,-1.567330066,-0.78155385,0.225769252,3.24e-05,0,0.000473497,0.000101103,1616,6
"4915",4915,4972,83,2023-08-08,"Medellin, Belen - I.E Pedro Justo Berrio",16.75728583,0.055374301,0.428258761,5.05e-10,1.67e-09,5.82e-10,4.27e-09,9.27e-10,7.32e-10,1.33e-09,2.89e-10,757.6106199,31.79108734,2401.096714,962.2400034,80709.47655,80418.09067,80865.17912,134.587898,285.6655572,280.2144061,288.7205041,2.789967619,293.787559,286.9324665,301.9918045,5.466662522,0.080893379,-0.685015394,1.011765371,0.528618204,-1.381763251,-2.49147451,-0.284612882,0.590435784,9.8e-05,0,0.001875921,0.000389215,1616,2
"4916",4916,4973,83,2023-08-11,"Medellin, Belen - I.E Pedro Justo Berrio",15.08010087,0.137528025,0.428258761,3.68e-10,2.08e-09,7.09e-10,2.72e-09,1.06e-09,8.78e-10,4.28e-09,8.57e-10,520.4591027,20.90396512,1926.36377,660.5820483,80562.70344,80276.8925,80710.73582,130.1552953,287.5879603,285.136518,288.5163607,0.972903165,293.0072374,287.0915665,299.2226997,3.872351639,0.377318916,-0.347385912,1.414142848,0.587112799,-0.800311716,-1.258661183,0.099651795,0.343256476,8.03e-05,2.87e-07,0.000528694,0.000132752,1616,5
"4920",4920,4977,83,2023-08-29,"Medellin, Belen - I.E Pedro Justo Berrio",16.98008,0.242589543,0.428258761,4.55e-10,8.73e-10,3.14e-10,3.8e-09,9.07e-10,8.95e-10,3.09e-09,6.58e-10,573.1543873,26.02608617,1888.963895,727.1582296,80686.96293,80411.71663,80847.61978,143.3102545,286.6868499,284.0688029,287.8320133,0.971129546,293.184905,287.2142985,300.6233284,4.75507237,-0.006667002,-0.511847581,0.684126483,0.403784298,-1.250330835,-1.832903783,-0.567359893,0.321187503,9.01e-06,0,3.97e-05,1.38e-05,1616,2
"4921",4921,4978,83,2023-08-30,"Medellin, Belen - I.E Pedro Justo Berrio",15.57601833,0.079045789,0.428258761,3.63e-10,1.09e-09,3.97e-10,3.43e-09,1.26e-09,5.91e-10,3.07e-09,6.85e-10,593.4253659,29.29784036,2355.092528,825.6982722,80557.00735,80318.8099,80713.72093,128.7279261,286.9128212,284.6676619,287.9978825,0.941084929,293.9847299,287.6141419,302.1498072,5.073091075,0.100306859,-0.691591556,1.42796477,0.733283432,-1.109722289,-1.586997298,-0.464169445,0.274015202,3.41e-05,0,0.000605655,0.000125046,1616,3
"4923",4923,4980,83,2023-09-12,"Medellin, Belen - I.E Pedro Justo Berrio",13.16239375,0.217106112,0.487127294,4.31e-10,1.16e-09,4.09e-10,3.12e-09,6.98e-10,7.71e-10,3.73e-09,7.95e-10,454.7033272,17.32436834,1869.586608,583.8850997,80559.0071,80327.22736,80726.27237,123.8535835,288.2054176,286.9233022,289.12903,0.684034951,292.9711816,287.6150517,299.5968681,4.078703074,0.234955871,-0.49497795,1.067864517,0.451739294,-0.688637506,-1.357878129,0.255186404,0.427449674,0.000331554,4.16e-09,0.002795462,0.000667213,1616,2
"4924",4924,4981,83,2023-09-14,"Medellin, Belen - I.E Pedro Justo Berrio",15.94327125,0.219673246,0.487127294,3.72e-10,1.74e-09,6.19e-10,2.62e-09,6.85e-10,1.22e-09,3.36e-09,7.9e-10,428.4385545,18.16965722,1902.996103,609.0040667,80486.94567,80294.97481,80660.206,108.0962315,288.2759025,286.8696443,289.9770386,1.002714478,292.7080432,287.1118266,299.8181268,4.264777079,0.105243839,-0.918506656,1.469181781,0.544868036,-0.810094853,-1.226751087,-0.081460822,0.298675833,0.000329854,8.84e-10,0.004117187,0.00088037,1616,4
"4925",4925,4982,83,2023-09-18,"Medellin, Belen - I.E Pedro Justo Berrio",19.84714211,0.157196879,0.487127294,5.24e-10,6.75e-10,2.56e-10,3.92e-09,1.18e-09,9.06e-10,1.72e-09,3.95e-10,577.61896,22.03037364,1993.668979,760.2765443,80486.37602,80277.70711,80648.00102,121.1361999,286.8190977,284.3031538,289.2037746,1.283187158,292.8249491,286.2440695,299.7267528,4.68716494,0.26697062,-0.391277045,1.491414813,0.64881218,-0.864575904,-1.75502566,-0.070304483,0.475296675,4.27e-05,9.13e-13,0.000314686,9.29e-05,1616,1
"4928",4928,4985,83,2023-10-03,"Medellin, Belen - I.E Pedro Justo Berrio",27.03889958,0.37587332,0.534728563,2.9e-10,7.32e-10,2.37e-10,1.85e-09,4.03e-10,6.81e-10,3.16e-09,6.57e-10,253.0595411,18.47249513,1372.903652,355.1038682,80436.28432,80299.16435,80590.85844,92.96583544,289.408354,288.0960791,290.9064692,0.798037799,292.3672771,288.4066603,298.061384,2.930886095,0.376299242,-0.37031035,1.28438955,0.500135497,0.11300592,-0.816021213,1.322267286,0.619640933,0.000680793,1.2e-06,0.004922408,0.001219881,1616,2
"4929",4929,4986,83,2023-10-14,"Medellin, Belen - I.E Pedro Justo Berrio",26.14288095,0.024842337,0.534728563,5.6e-10,1.57e-09,5.34e-10,3.97e-09,1.15e-09,2.51e-09,4.18e-09,9.43e-10,255.8525518,13.50077179,1197.557624,359.6898664,80610.71445,80476.26977,80799.27189,99.66835099,288.8798428,287.9203511,289.9630381,0.68163124,291.715844,288.3949659,296.2908315,2.952720247,0.286858439,-0.291165363,1.078903006,0.382405773,-0.250134528,-0.63647925,0.040335383,0.156929575,0.000305348,1.42e-05,0.001216476,0.000344221,1616,6
"4931",4931,4988,83,2023-10-23,"Medellin, Belen - I.E Pedro Justo Berrio",16.20321875,0.073496215,0.534728563,4.7e-10,3.1e-10,1.13e-10,2.83e-09,6.66e-10,1.13e-09,9.08e-10,2.03e-10,341.4791589,15.55515596,1588.319281,505.3046024,80569.56929,80323.08269,80720.70199,118.8895966,288.8134665,286.8166654,290.4229515,0.895325059,291.8306546,287.0350377,299.3712242,3.990614836,-0.021221449,-0.581857732,0.736751838,0.418174077,-0.390290209,-0.693684067,0.380371033,0.29007181,0.000427505,5.1e-10,0.002747922,0.000827698,1616,1
"4934",4934,4991,83,2023-11-23,"Medellin, Belen - I.E Pedro Justo Berrio",15.44039727,0.217365904,0.433382694,3.05e-10,6.49e-10,2.83e-10,1.89e-09,4.1e-10,9.53e-10,1.4e-09,2.83e-10,303.4426989,13.24795803,1145.685367,386.9787831,80533.62651,80362.20229,80712.43423,107.684265,288.1688548,286.2046026,290.3604911,1.345310108,291.25321,286.7416396,297.8169598,4.197745315,-0.109354676,-0.73473929,0.298350635,0.224438075,-0.447562706,-0.888061165,-0.10067054,0.25766822,8.65e-05,0,0.000350114,0.000110406,1616,4
"4935",4935,4992,83,2023-11-26,"Medellin, Belen - I.E Pedro Justo Berrio",15.51659364,0.080592722,0.433382694,3.32e-10,8.11e-10,3.48e-10,2.92e-09,5.94e-10,1.74e-09,5.15e-09,1.19e-09,394.0211561,22.32087323,1299.885096,511.3648657,80507.95234,80259.78766,80694.50019,138.5678831,288.2714149,286.4189142,289.9669655,1.050635011,291.8208507,286.5850575,298.3374717,4.294674448,-0.045315573,-0.45873625,0.451276879,0.291202125,-0.985485129,-1.368510974,-0.465477827,0.267318804,1.68e-05,5.08e-09,7.26e-05,2.46e-05,1616,7
"4936",4936,4993,83,2023-12-01,"Medellin, Belen - I.E Pedro Justo Berrio",30.55116333,0.180569564,0.478958302,3.91e-10,1.21e-09,5.06e-10,3.51e-09,5.54e-10,2.21e-09,5.87e-09,1.27e-09,489.0226964,29.12549165,1736.384292,654.3565023,80455.141,80281.38612,80636.94591,106.6159189,287.840178,286.2155034,289.8662395,0.931484336,292.3009654,286.6743784,299.3308811,4.557172878,-0.011250024,-0.438819576,0.48528538,0.330033296,-0.806582485,-1.122954987,-0.435339595,0.202833848,1.57e-05,3.88e-08,0.000113322,2.84e-05,1616,5
"4937",4937,4994,83,2023-12-02,"Medellin, Belen - I.E Pedro Justo Berrio",20.39945792,0.168858956,0.478958302,3.3e-10,7.41e-10,3.19e-10,2.32e-09,9.58e-10,9.53e-10,2.33e-09,4.32e-10,538.3469948,18.51374012,1915.308032,704.4043337,80430.62674,80225.39041,80615.08755,114.2468914,287.0878721,285.6743298,288.8473212,0.837206903,292.1868537,285.9673096,299.8225032,5.061618829,-0.025345055,-0.579982604,0.634875081,0.419661255,-0.828345189,-1.239211397,-0.24917503,0.259599984,2.13e-06,0,2.83e-05,5.7e-06,1616,6
"4938",4938,4995,83,2023-12-05,"Medellin, Belen - I.E Pedro Justo Berrio",22.49287958,0.241783911,0.478958302,3.17e-10,8.83e-10,2.93e-10,3.05e-09,7.55e-10,1.43e-09,8.82e-09,1.89e-09,510.405244,34.9162516,1656.018749,655.2680752,80416.9522,80205.95253,80590.47084,114.4817362,287.5802868,286.5776756,288.4942555,0.483070549,292.489443,287.0634472,299.1236878,4.266393241,-0.07620703,-0.775078088,0.771898392,0.50317931,-1.055647624,-1.510190561,0.061292133,0.375741774,1.54e-05,0,0.000126523,3.13e-05,1616,2
"4939",4939,4996,83,2023-12-09,"Medellin, Belen - I.E Pedro Justo Berrio",19.19287727,0.117770581,0.478958302,3.49e-10,5.24e-10,1.63e-10,3.19e-09,8.49e-10,1.62e-09,1.58e-08,3.46e-09,513.1926781,24.44031177,1720.441223,667.4415359,80390.4456,80178.3361,80540.56489,114.0744667,287.7977908,286.9203775,288.9832415,0.624996321,292.7355947,287.1064471,300.3929754,4.853581652,0.051085975,-0.53626684,0.777501166,0.407914982,-1.039664123,-1.541689784,-0.494764796,0.298174702,8.07e-06,0,5.82e-05,1.47e-05,1616,6
"4940",4940,4997,83,2023-12-11,"Medellin, Belen - I.E Pedro Justo Berrio",14.01919667,0.093537324,0.478958302,2.89e-10,1.03e-09,3.73e-10,2.48e-09,1.41e-09,9.24e-10,9.67e-09,2.02e-09,439.9655563,20.37488762,1571.377703,579.5570984,80313.29697,80127.91343,80484.63513,109.9271202,288.2735412,286.9772662,290.0538357,0.683968425,292.8722398,287.7909323,299.8921728,4.699983609,-0.033982412,-0.498887663,0.642535173,0.372490523,-0.888256137,-1.402984448,-0.36729099,0.239986199,1.7e-05,1.17e-12,0.000153927,3.87e-05,1616,1
"4941",4941,4998,83,2023-12-12,"Medellin, Belen - I.E Pedro Justo Berrio",16.28798524,0.122982707,0.478958302,2.33e-10,1.2e-09,4.82e-10,2.01e-09,5.93e-10,1.39e-09,7.27e-09,1.74e-09,467.1434888,25.27562603,1611.921356,601.8158586,80344.03567,80118.21982,80519.87423,123.4761143,288.4265272,286.7217727,289.6587727,0.684722182,293.2334249,288.4422205,299.8348924,4.351149645,-0.009125055,-0.449803072,0.728690481,0.373332788,-0.988982477,-1.31230825,-0.4423281,0.231978372,1.78e-05,0,0.000103555,2.41e-05,1616,2
"4942",4942,4999,83,2023-12-14,"Medellin, Belen - I.E Pedro Justo Berrio",27.47853625,0.282271413,0.478958302,3.43e-10,1.5e-09,4.55e-10,3.09e-09,1.24e-09,1.33e-09,2.66e-08,4.96e-09,344.6154354,19.25624327,1074.656479,421.3200849,80292.82602,80118.56249,80461.60663,102.0596916,288.645804,287.6295308,289.8142774,0.408699217,292.6431542,288.2278933,297.6406248,3.133859415,0.116130943,-0.427107324,0.823058718,0.318283705,-0.394661536,-0.88973502,0.438965429,0.449698453,2.39e-05,1.13e-06,6.58e-05,2.25e-05,1616,4
"4943",4943,5000,83,2023-12-18,"Medellin, Belen - I.E Pedro Justo Berrio",12.51078435,0.261197893,0.478958302,4.04e-10,3.33e-10,1.12e-10,2.38e-09,7.66e-10,8.87e-10,1.99e-09,4.97e-10,355.206899,22.1478213,1178.680964,432.59269,80461.17977,80276.65982,80613.61626,107.4213554,289.0447787,287.5924234,290.6510897,0.671380996,292.2523502,288.1071519,297.3053099,3.060800322,0.096086222,-0.327651434,0.423096956,0.236698604,-0.512241655,-1.029190655,0.115924241,0.388202891,4.85e-05,1.3e-06,0.00028335,6.93e-05,1616,1
"4945",4945,5002,83,2023-12-20,"Medellin, Belen - I.E Pedro Justo Berrio",12.7324375,0.133596898,0.478958302,2.98e-10,6.1e-10,2.53e-10,2.2e-09,3.81e-10,1.16e-09,5.76e-09,1.37e-09,212.6985496,17.06519255,748.6773917,269.8164984,80447.06948,80284.04132,80588.47474,97.09518988,288.9309819,287.3983893,290.342197,0.817533213,291.6874334,287.541957,296.593557,3.073003712,0.069886247,-0.294053244,0.452704591,0.248246357,-0.330671113,-0.904532202,0.510775593,0.381898662,0.000196433,1.36e-05,0.000762817,0.000215549,1616,3
"4948",4948,5005,83,2023-12-31,"Medellin, Belen - I.E Pedro Justo Berrio",13.87466348,0.213458994,0.478958302,4.53e-10,3.31e-09,1.85e-09,2.84e-09,5.76e-10,1.45e-09,2.24e-09,4.41e-10,336.5488427,13.1586179,1334.512838,452.96164,80767.79318,80531.36226,80957.0511,128.3169478,288.118083,286.6348442,290.0861459,1.087919909,291.6870429,286.8341132,298.0114595,4.003165759,-0.142413705,-0.475210752,0.283424165,0.209508306,-0.528304166,-0.941165939,-0.143429572,0.243849793,0.000229445,2.53e-06,0.00121839,0.000347286,1616,7
"5016",5016,5080,84,2017-10-03,"Medellin, El Poblado - I.E INEM sede Santa Catalina",29.48419048,0.369911229,0.546321909,3.25e-10,6.38e-10,2.46e-10,1.91e-09,3.49e-10,1.17e-09,6.19e-09,1.14e-09,286.1698289,18.70172629,1193.611032,385.4867471,80702.44222,80415.067,80858.41001,126.9628014,289.0012391,287.5530471,291.7863567,1.147867267,290.705813,287.7523567,295.168546,2.545324354,0.029138878,-0.771528322,0.774310104,0.396560319,-0.204346308,-0.907384547,0.74357987,0.424574955,0.000509904,1.39e-05,0.00242641,0.000579552,1681,2
"5017",5017,5081,84,2017-10-10,"Medellin, El Poblado - I.E INEM sede Santa Catalina",21.45365455,0.249944354,0.546321909,3.33e-10,6.39e-10,2.45e-10,1.85e-09,6.57e-10,1.05e-09,1.84e-09,3.96e-10,338.4615891,14.40308267,1471.612488,490.6032426,80666.88535,80396.32079,80812.6208,130.3676325,287.2677913,285.2101663,290.5312914,1.314672326,290.2663621,285.4793597,297.5796936,4.364794966,0.03338247,-0.677353966,0.657278957,0.40858027,-0.181281998,-0.514297896,0.793233613,0.342666231,0.000176958,0,0.002166575,0.000498416,1681,2
"5018",5018,5082,84,2017-10-12,"Medellin, El Poblado - I.E INEM sede Santa Catalina",19.59866565,0.089473766,0.546321909,3.01e-10,6.69e-10,2.6e-10,2.03e-09,9.18e-10,1.33e-09,2.14e-09,4.87e-10,492.5414208,19.87788292,1758.897879,669.2028561,80643.88051,80359.66222,80853.98,151.2705054,287.2869559,285.0380813,290.1503666,1.303166113,291.6497169,285.2196011,298.7969569,4.588131036,-0.178517763,-0.952718142,0.552828644,0.417354141,-0.7789254,-1.332241447,-0.031356841,0.332086852,9.38e-05,1.91e-13,0.001009742,0.000244209,1681,4
