"","X","ID","date","estacion","PM25","AOD_055","ndvi","BCSMASS_dia","DUSMASS_dia","DUSMASS25_dia","OCSMASS_dia","SO2SMASS_dia","SO4SMASS_dia","SSSMASS_dia","SSSMASS25_dia","blh_mean","blh_min","blh_max","blh_sd","sp_mean","sp_min","sp_max","sp_sd","d2m_mean","d2m_min","d2m_max","d2m_sd","t2m_mean","t2m_min","t2m_max","t2m_sd","v10_mean","v10_min","v10_max","v10_sd","u10_mean","u10_min","u10_max","u10_sd","tp_mean","tp_min","tp_max","DEM","dayWeek"
"8881",9013,3,2020-09-06,"FLD",23,0.103025497,0.168637269,7.16e-10,6.93e-10,2.02e-10,1.73e-09,8.79e-09,1.73e-09,1.34e-09,3.12e-10,178.6296671,20.86572709,734.1788259,248.0959065,88065.01436,87831.88372,88349.66778,165.7013285,271.6123585,265.5408997,276.8171438,3.348170861,279.4925535,271.3706432,288.7890586,6.601599277,0.319976083,-0.140688489,1.109597623,0.332079415,-0.720555109,-2.225485318,1.467428499,1.343351523,1.15e-07,1.15e-07,1.15e-07,601,7
"8882",9014,3,2020-09-07,"FLD",20,0.076528487,0.168637269,1.25e-09,5.1e-10,1.58e-10,2.71e-09,1.01e-08,2.67e-09,3.59e-09,6.94e-10,206.6698937,14.21663169,791.4887718,278.8914159,87988.23751,87731.82306,88162.48102,134.1565687,273.1524824,267.6899241,277.912139,3.300589003,280.9925663,273.3021046,289.2912384,5.494318954,0.124981154,-0.226813489,0.960916466,0.332502802,-0.286494973,-1.464361475,1.160492919,0.857973168,0,0,0,601,1
"8883",9015,3,2020-09-09,"FLD",28,0.151713264,0.168637269,8.53e-10,1.23e-09,3.32e-10,2.03e-09,1.15e-08,2.99e-09,2.81e-09,6.18e-10,240.4001042,23.02706448,867.2224944,305.951169,88283.25498,88122.83713,88434.47361,81.02846805,277.4169742,274.3842623,280.3792405,1.284039908,283.5021948,278.0179799,290.7974233,4.480980963,0.263161324,-0.134316969,0.65373371,0.234476962,-0.140348909,-1.492381088,1.449326434,0.932725216,0.000111014,0.000111014,0.000111014,601,3
"8886",9018,3,2020-09-12,"FLD",24,0.048574841,0.168637269,9.99e-10,1.88e-09,5.6e-10,5.25e-09,7.21e-09,1.04e-09,4.24e-09,8.17e-10,208.0200829,14.21986213,787.3328252,281.5650413,87945.04854,87859.04848,88055.79823,57.82757677,272.5552918,266.1595448,278.9626598,3.84921745,281.3451553,273.9727835,289.3929738,5.774752384,0.365831505,-0.034718242,0.948868245,0.36434652,-0.064209358,-1.234109264,1.686376862,1.098403398,0,0,0,601,6
"8887",9019,3,2020-09-13,"FLD",21,0.063727008,0.168637269,1.14e-09,2.07e-09,6.16e-10,3.81e-09,6.78e-09,1.25e-09,6.23e-09,1.1e-09,208.0145342,14.67478908,778.3007827,283.3553574,88180.81099,88062.72694,88343.26496,90.90521061,272.6808922,268.3887925,277.7874604,2.385411059,281.8633694,274.3049798,290.393387,5.954052975,0.567806687,-0.049080258,1.57431858,0.53212345,-0.436992281,-1.615399321,0.909985696,0.779203918,0,0,0,601,7
"8888",9020,3,2020-09-14,"FLD",15,0.070620303,0.168637269,8.58e-10,1.73e-09,5.27e-10,2.7e-09,6.36e-09,1.05e-09,2.25e-09,4.65e-10,164.4983656,15.55002398,748.214052,243.3950415,87958.47901,87832.90925,88223.49019,133.7575763,271.3745985,265.5537061,279.6799136,3.986679718,282.5377399,273.3964372,294.1265103,7.924661389,0.152728582,-0.097505839,0.630059282,0.210107382,-0.768802375,-2.144248453,1.438336276,1.291368197,0,0,0,601,1
"8889",9021,3,2020-09-15,"FLD",25,0.175814793,0.168637269,1.33e-09,3.1e-09,8.53e-10,3.58e-09,1.09e-08,2.73e-09,1.2e-08,2.61e-09,255.067201,14.99996653,1029.652979,350.6709215,88113.73261,87958.65831,88248.21987,99.11266162,274.9630871,270.9402267,279.8847944,3.070656799,281.5664297,276.6169497,286.6374011,3.662477305,0.105613155,-0.183400683,0.616430785,0.219529947,0.05795515,-1.381038669,2.318885997,1.219160906,0,0,0,601,2
"8890",9022,3,2020-09-16,"FLD",30,0.197428595,0.168637269,8.59e-10,1.98e-09,5.33e-10,2.35e-09,1.02e-08,3.79e-09,1.18e-08,2.95e-09,287.0539676,18.32869821,1023.930739,377.2844789,88259.84696,88150.96089,88339.89129,57.52109724,276.9377972,275.4790339,281.0692093,1.447654201,283.3110609,278.5491017,290.0579221,4.451421587,0.369188836,-0.104801979,1.007024528,0.314630201,-0.174975107,-1.993255132,1.649009349,1.168126251,0,0,0,601,3
"8892",9024,3,2020-09-18,"FLD",25,0.141900726,0.168637269,8.87e-10,2.29e-09,5.59e-10,2.64e-09,7.2e-09,1.11e-09,4.47e-09,8.32e-10,212.4997839,14.42409707,761.2809443,278.9211366,88031.05098,87938.8387,88130.59903,63.10250606,275.3867697,269.6826863,280.5637549,3.391776514,284.958349,277.022837,293.5112427,6.110527894,0.42033991,0.016153678,1.165442129,0.418813901,-0.220327676,-1.469928833,1.469403955,1.121181627,0,0,0,601,5
"8893",9025,3,2020-09-19,"FLD",24,0.03585254,0.168637269,1e-09,3.96e-09,1.03e-09,3.3e-09,7.08e-09,1.17e-09,3.62e-09,7.52e-10,247.40131,15.67403244,968.6870415,346.7107681,87969.269,87890.4682,88079.35774,62.13575541,274.8562662,270.2193571,281.0445117,3.002962846,284.6784252,276.3211444,294.1474182,6.477437312,0.241782781,-0.078814806,0.877751183,0.292716742,-0.358262532,-1.861227084,1.893514988,1.33683154,0,0,0,601,6
"8894",9026,3,2020-09-20,"FLD",21,0.072501651,0.168637269,1.26e-09,2.18e-09,6.05e-10,3.31e-09,9.86e-09,2.22e-09,3.62e-09,8.14e-10,237.6093765,14.54332145,877.6202063,319.3634498,87915.76613,87793.09852,88014.98683,61.51129135,275.8731549,270.8935514,281.5416588,3.24492094,283.9238029,276.0336639,292.6589384,6.170620928,0.20983728,-0.196695138,0.764934687,0.312496543,-0.128321576,-1.532008291,1.794338629,1.203867793,0,0,0,601,7
"8895",9027,3,2020-09-21,"FLD",20,0.100686246,0.168637269,1.18e-09,2.07e-09,5.8e-10,2.94e-09,1.3e-08,4.07e-09,4.93e-09,1.35e-09,240.8464222,14.95213965,879.4167288,317.4566316,88024.49128,87922.37091,88110.8225,55.32438708,276.7184361,272.6888896,281.5004388,2.61020785,284.419443,277.2025629,293.6259753,5.953088189,0.267755599,-0.161720391,0.654022832,0.310929957,-0.127820736,-2.155033814,1.710468834,1.225250478,0,0,0,601,1
"8896",9028,3,2020-09-22,"FLD",19,0.065033514,0.168637269,1.34e-09,3.64e-09,9.5e-10,4e-09,1.03e-08,3.63e-09,4.95e-09,1.31e-09,329.5754777,16.19315922,1264.4148,445.820343,88034.49343,87966.06938,88102.57442,44.43401803,277.7788151,273.9114957,282.2676987,2.558455861,285.3505421,278.3181353,293.2053083,5.517209453,0.212903811,-0.186789086,0.919172864,0.353235284,0.059404665,-1.543436914,1.707999379,1.230515788,0,0,0,601,2
"8897",9029,3,2020-09-26,"FLD",12,0.086494266,0.168637269,7.35e-10,2.58e-09,6.57e-10,2.51e-09,7.79e-09,7.27e-09,3.06e-09,9.32e-10,434.5662575,20.01056908,1303.629845,458.6932562,88172.6068,88028.03909,88294.44218,91.44450196,277.7526114,275.1545839,280.2455099,1.547752739,281.709736,278.8968456,286.1050955,2.459960918,0.218854518,-0.180342618,0.676275194,0.195657709,0.582098171,-0.422028662,1.439638362,0.596192703,0.000455256,0.000455256,0.000455256,601,6
"8898",9030,3,2020-09-27,"FLD",12,0.045176679,0.168637269,7.67e-10,2.06e-10,5.77e-11,1.45e-09,6.74e-09,2.1e-09,1.75e-09,3.64e-10,459.678377,14.08780281,1591.072518,606.9936029,88093.68197,87962.13827,88244.35602,84.18769059,271.5369639,267.4080109,276.4026318,2.443762087,281.3359773,273.5059826,289.3603805,5.848161703,0.342129853,-0.220257798,0.915031617,0.379559321,-0.111451041,-1.530223896,1.669568835,1.189310521,0,0,0,601,7
"8899",9031,3,2020-09-30,"FLD",8,0.072556675,0.168637269,7.29e-10,1.45e-09,4.19e-10,1.61e-09,6.4e-09,1.96e-09,3.13e-09,6.13e-10,406.5571657,19.56988524,1218.910607,460.2338573,87962.78753,87855.4286,88025.61786,44.23154896,275.5119172,271.8321277,278.4345719,2.18032316,280.9676753,276.0503351,286.8936523,3.930531526,-0.004261283,-0.678468994,0.524662128,0.310163457,0.939058226,-0.692370401,2.633869965,1.097376502,2.74e-06,2.74e-06,2.74e-06,601,3
"8901",9033,3,2020-10-02,"FLD",15,0.077358274,0.178857936,9.27e-10,1.52e-09,4.15e-10,3.33e-09,7.16e-09,1.52e-09,9.05e-09,1.56e-09,426.7391976,27.94804295,1352.148623,488.4567024,87785.49386,87670.96286,87930.69967,64.30232375,275.1607174,271.262491,277.5757569,2.14168646,280.5254239,274.5697922,286.5433824,4.099868903,-0.08400281,-0.572574433,0.456085798,0.264175697,0.755908481,-1.756759945,2.74810715,1.44807757,4.26e-07,4.26e-07,4.26e-07,601,5
"8904",9036,3,2020-10-05,"FLD",11,0.043444176,0.178857936,8.65e-10,1.21e-09,3.56e-10,2.74e-09,7.06e-09,1.88e-09,3.18e-09,6.69e-10,327.4369598,15.55152038,1137.695894,414.6325801,87813.99698,87675.04118,87934.78225,75.63251448,273.8604785,267.9547199,278.7531914,3.327222482,283.3417958,276.3015795,291.1126552,5.61039744,0.043609577,-0.323544047,0.641975147,0.272859639,0.395381674,-1.097290246,2.651116416,1.520518609,0,0,0,601,1
"8907",9039,3,2020-10-09,"FLD",17,0.051593533,0.178857936,1.01e-09,1.26e-09,3.72e-10,3.72e-09,6.23e-09,1.39e-09,4.49e-09,9.43e-10,323.1231648,22.16195932,1131.725509,419.4277288,88126.4624,87839.23034,88356.18,176.421511,275.8167634,271.3312642,280.5167141,2.695753709,286.7518043,277.8135145,295.9145085,6.445112492,0.533804591,-0.154205248,1.467821264,0.550750725,-0.119465771,-2.352931274,1.56036551,1.352391298,0,0,0,601,5
"8909",9041,3,2020-10-11,"FLD",16,0.045940749,0.178857936,8.62e-10,1.9e-09,5.16e-10,3.34e-09,5.72e-09,8.3e-10,2.21e-09,4.73e-10,426.8356903,15.22850382,1538.822382,568.658024,87948.74781,87854.71969,88063.36618,64.54382722,274.7949986,270.253649,280.4601675,2.979807589,287.4689403,277.4308101,297.1087707,7.137816423,0.275284998,-0.133142158,1.344122982,0.368180791,-0.018063791,-1.787364725,2.278370508,1.508410169,0,0,0,601,7
"8910",9042,3,2020-10-12,"FLD",13,0.043135517,0.178857936,1.03e-09,2.03e-09,5.43e-10,3.63e-09,6.27e-09,1.44e-09,8.2e-09,1.85e-09,388.1303759,15.08523079,1463.353848,510.9924085,87900.40994,87779.79348,87996.07542,65.76720676,276.6237467,272.1017717,281.9256971,2.678921466,287.8425117,278.9931902,297.3245073,6.543198033,0.325878834,-0.099486623,0.805598874,0.308645968,0.169299151,-1.563305908,2.14893102,1.344788268,0,0,0,601,1
"8911",9043,3,2020-10-13,"FLD",16,0.080518405,0.178857936,1.12e-09,1.71e-09,4.74e-10,3.79e-09,6.35e-09,1.81e-09,8.77e-09,2.05e-09,325.0710197,14.84163256,1062.192439,390.3339031,87692.80303,87580.78577,87845.28114,69.27223083,279.4406821,274.2649955,283.5216991,3.022566715,287.2906173,281.1276025,293.6425621,4.064214414,0.356638205,-0.144950219,1.19009068,0.3809979,0.708418621,-1.102090551,2.510213544,1.305862502,0,0,0,601,2
"8912",9044,3,2020-10-14,"FLD",20,0.216840403,0.178857936,1.24e-09,2.34e-09,6.27e-10,5.7e-09,6.45e-09,2.18e-09,7.56e-09,2.2e-09,360.7312546,21.74821758,1145.05247,407.1812179,87782.67005,87671.56496,87918.18151,78.74123077,280.8310983,277.0606868,284.2005426,2.294540339,285.7586722,281.7388788,290.5342032,3.020037875,0.101319655,-0.733869162,0.834040549,0.501910445,0.932017971,-0.323247962,2.457782582,0.962292766,0,0,0,601,3
"8913",9045,3,2020-10-15,"FLD",23,0.111484608,0.178857936,1.05e-09,4.23e-09,1.01e-09,4.55e-09,7.94e-09,3.12e-09,4.63e-09,1.12e-09,378.2463657,21.7832358,1369.963777,477.9042482,87794.2541,87680.39277,87948.36566,91.10485813,281.1628746,276.6800514,284.3675433,2.415688151,288.3060333,280.3896719,297.2992199,5.660258216,0.270811308,-0.283856851,0.787889967,0.282982198,0.183824225,-1.944424476,2.164212511,1.368279607,0,0,0,601,4
"8915",9047,3,2020-10-17,"FLD",20,0.072979762,0.178857936,9.63e-10,2.61e-09,6.14e-10,3.33e-09,1.02e-08,4.8e-09,4.06e-09,1.03e-09,368.7706432,15.46798693,1228.837928,455.6287866,87887.65554,87757.71946,88013.29584,78.82043183,280.10251,276.0178201,283.8650183,2.48662776,287.7064418,280.3321268,295.4681964,5.280217203,0.260384118,-0.176076194,0.802134956,0.276233361,0.447108849,-1.576146937,2.924683406,1.71644396,0,0,0,601,6
"8916",9048,3,2020-10-18,"FLD",14,0.056708497,0.178857936,9.13e-10,1.74e-09,5.16e-10,2.99e-09,7.13e-09,2.83e-09,4.83e-09,1.03e-09,405.0031187,17.53408766,1209.730081,465.214337,87832.9524,87648.43765,87966.79518,98.03826208,280.7754678,278.0067551,283.064919,1.415713392,287.2437601,281.6162136,293.3793221,4.206724748,0.184755568,-0.252421387,0.580787812,0.189757951,0.916090314,-0.929573642,2.936291563,1.457976665,0,0,0,601,7
"8917",9049,3,2020-10-20,"FLD",10,0.049667742,0.178857936,6.81e-10,5.57e-10,1.5e-10,1.39e-09,5.22e-09,9.64e-10,1.04e-08,1.78e-09,428.09509,20.08999442,1291.996882,473.0976019,87913.33131,87693.80748,88217.73428,175.2333135,279.4963582,275.9845612,282.7325828,1.825600309,288.1864748,279.9807312,296.4355592,5.722202745,0.290973435,-0.469439456,0.946939319,0.397335785,0.840453215,-1.881447226,2.708457824,1.512485854,5.55e-06,5.55e-06,5.55e-06,601,2
"8918",9050,3,2020-10-21,"FLD",11,0.100835611,0.178857936,9.34e-10,1.66e-09,4.78e-10,3.09e-09,5.6e-09,1.59e-09,1.44e-08,2.47e-09,394.1848919,19.29221396,1121.334366,443.9935654,87941.88583,87731.05636,88113.24047,139.5102768,280.0934929,276.9746529,282.6763491,1.849807134,286.8042889,281.4565607,291.3221575,3.275306791,0.118529083,-0.323941796,0.902522002,0.312677131,1.104993664,-0.546214168,2.846487001,1.229909859,0,0,0,601,3
"8920",9052,3,2020-10-23,"FLD",17,0.07946525,0.178857936,9.63e-10,1.87e-09,5.51e-10,3.41e-09,7.16e-09,2.66e-09,9.47e-09,2.24e-09,410.1668176,16.67111688,1265.626853,472.8743015,87893.15794,87819.76258,87963.49596,42.4903559,279.9794131,276.3870233,283.9665294,2.063811609,287.4515307,281.0040501,295.3709265,4.890069319,0.237720595,-0.21165928,0.681689531,0.22741259,0.83580793,-0.941207994,2.649667417,1.341084926,0,0,0,601,5
"8922",9054,3,2020-10-25,"FLD",7,0.092859605,0.178857936,7.2e-10,1.26e-09,3.68e-10,2.44e-09,5.38e-09,1.41e-09,5.61e-09,1.34e-09,546.563781,74.90832744,1444.370957,524.9263237,88126.30894,87967.77887,88289.92962,113.8319424,280.2694991,278.4827832,281.4306673,0.823281535,284.634721,281.9179287,289.1542688,2.489036102,0.158522853,-0.4396228,1.060302282,0.417206177,0.955295703,0.193470762,1.966953131,0.452599466,0,0,0,601,7
"8923",9055,3,2020-10-26,"FLD",13,0.045404839,0.178857936,8.26e-10,2.42e-09,6.44e-10,3.39e-09,4.54e-09,1.78e-09,5.97e-09,1.1e-09,440.8324838,15.4529639,1323.953571,517.4528407,88008.97305,87742.93746,88341.11221,196.7274272,276.870182,270.986124,282.7101023,3.309545354,286.6736536,276.9339399,295.7405194,6.681813424,0.199939549,-0.153882639,0.636235413,0.228856662,0.524920416,-1.368587595,2.701800281,1.547113577,2.48e-05,2.48e-05,2.48e-05,601,1
"8924",9056,3,2020-10-28,"FLD",12,0.0524885,0.178857936,6.34e-10,1.28e-09,3.35e-10,1.67e-09,6.06e-09,1.68e-09,1.35e-08,2.47e-09,467.5773965,45.71093498,1301.98261,483.1365286,88084.06443,87920.14698,88192.93918,84.21066136,277.571504,275.6933392,281.1984448,1.226817051,284.6163267,278.0239179,292.5152598,5.406698608,0.5605623,-0.506076383,1.252117246,0.568082569,1.004888854,-0.985332056,2.047407129,0.990854028,9.23e-06,9.23e-06,9.23e-06,601,3
"8925",9057,3,2020-10-29,"FLD",11,0.049434367,0.178857936,7.15e-10,3.58e-09,8.62e-10,2.32e-09,5.4e-09,1.01e-09,9.71e-09,1.7e-09,574.8167588,15.1960516,1823.029121,702.5442926,87852.22338,87772.8905,87985.02341,66.81607523,275.7966795,273.138839,280.1047838,1.744220158,286.3509945,278.0836558,293.8292719,5.579481426,0.102422209,-0.332879702,0.7588013,0.282430286,0.634812272,-1.241078728,2.773915964,1.522483172,0,0,0,601,4
"8928",9060,3,2020-11-01,"FLD",16,0.13762207,0.204154577,9.58e-10,5.41e-09,1.34e-09,2.88e-09,8.02e-09,3.36e-09,1.05e-08,3.42e-09,432.5890377,16.51483661,1459.900532,531.0542666,88064.69409,87994.01367,88139.06931,41.77563901,280.1135033,276.9000494,282.8798807,1.676988667,287.6378814,281.8730222,294.3622864,4.342437107,0.321223749,-0.117700192,1.028854026,0.322116124,0.77385656,-0.785632235,2.696322503,1.273051838,0,0,0,601,7
"8929",9061,3,2020-11-02,"FLD",15,0.054900168,0.204154577,9.19e-10,1.01e-08,2.77e-09,2.73e-09,7.05e-09,3.62e-09,7.74e-09,2.67e-09,430.2626464,16.71243778,1314.325718,503.4216685,87963.09096,87883.40046,88066.58196,63.6715588,279.3773458,275.8505894,284.3546747,2.280252052,287.7207358,280.5404187,296.0290796,5.460682762,0.29544003,-0.170103507,0.882885738,0.366079022,0.695216728,-1.134089417,2.706500007,1.420094749,0,0,0,601,1
"8930",9062,3,2020-11-03,"FLD",16,0.055140293,0.204154577,8.51e-10,6.38e-09,1.81e-09,2.24e-09,6.78e-09,2.89e-09,5.29e-09,1.48e-09,438.8298101,17.33696322,1297.945702,499.9281078,87950.4423,87832.29431,88072.28799,72.51858318,280.7948027,277.7240085,285.0113301,1.806058994,289.4465084,282.0548335,298.9666775,6.046481144,0.478106755,-0.165441519,1.310288374,0.485991027,0.77397092,-1.02029332,2.494190724,1.257725318,0,0,0,601,2
"8932",9064,3,2020-11-05,"FLD",12,0.058681689,0.204154577,7.05e-10,5.32e-09,1.38e-09,2.43e-09,5.57e-09,1.63e-09,1.24e-08,2.17e-09,505.1954136,30.37345189,1498.550254,537.9489074,87996.3063,87800.63676,88191.53518,120.9435938,280.8619071,277.9278797,284.1806115,1.523970179,288.1103342,280.4555852,295.9152177,5.393417786,0.41840024,-0.244549589,1.072982579,0.278276349,0.982987325,-1.93340097,2.599267345,1.280942572,1.54e-05,1.54e-05,1.54e-05,601,4
"8933",9065,3,2020-11-06,"FLD",16,0.089219715,0.204154577,7.51e-10,3.9e-09,1.06e-09,2.43e-09,5.12e-09,1.15e-09,1.45e-08,2.5e-09,552.8961915,15.2347741,1752.597191,658.6278088,87777.68646,87669.66,87898.7993,58.92161609,278.5598308,276.3689504,282.4633673,1.583354666,288.5591138,280.6665779,296.0259252,5.185201927,0.20489915,-0.107810681,1.029003166,0.310942503,0.847835753,-0.78544676,2.380503677,1.169604497,0,0,0,601,5
"8934",9066,3,2020-11-07,"FLD",15,0.068745793,0.204154577,7.72e-10,2.59e-09,7.11e-10,2.27e-09,6.27e-09,2.3e-09,9.13e-09,2.13e-09,587.5111361,16.28198239,1987.156849,720.2176176,87751.43224,87621.89314,87850.06131,66.69800063,277.2041348,274.0350952,282.8795931,2.393183813,289.3173795,279.1522161,299.0201347,6.755776471,0.245726083,-0.176307735,0.805242326,0.283894082,0.494030743,-1.956875467,2.912726619,1.700179522,0,0,0,601,6
"8935",9067,3,2020-11-08,"FLD",16,0.158727121,0.204154577,8.8e-10,2.99e-09,8.02e-10,3.22e-09,5.73e-09,1.93e-09,1.34e-08,3.14e-09,464.2663434,16.08228707,1333.905956,511.9992745,87981.18401,87803.67923,88115.6098,106.7477004,280.4013888,277.1669029,283.1318751,1.603744898,288.7711252,282.9702406,294.599027,3.7837694,0.361194651,-0.575830598,0.929174519,0.44286696,0.936978724,-1.166817013,3.067312377,1.407280099,0,0,0,601,7
"8936",9068,3,2020-11-09,"FLD",14,0.080299459,0.204154577,8.57e-10,3.39e-09,8.83e-10,3.31e-09,6.2e-09,2.47e-09,9.91e-09,2.73e-09,531.0074461,18.41208612,1602.552066,603.0350325,87944.43085,87733.77506,88164.51444,138.8779197,280.0295693,278.0202569,283.5718595,1.57613372,288.7577022,282.1171419,297.4082853,5.471299732,0.435442613,-0.107603358,0.836027913,0.253738216,0.818313016,-1.389863728,2.617071757,1.367685377,0,0,0,601,1
"8937",9069,3,2020-11-10,"FLD",14,0.114809774,0.204154577,8.52e-10,2.12e-09,6.13e-10,2.69e-09,5.74e-09,2.62e-09,7.63e-09,1.9e-09,533.5077407,17.11094721,1626.853238,613.6139764,87844.58772,87762.92832,87926.38257,46.47741879,280.2657666,277.0460577,283.6366967,1.795407179,289.1058541,283.0539448,295.7942223,4.328019929,0.209080233,-0.148897859,0.697586517,0.205946857,0.978004653,-1.002313565,2.815698855,1.406926868,0,0,0,601,2
"8939",9071,3,2020-11-12,"FLD",14,0.197431405,0.204154577,6.99e-10,1.33e-09,3.87e-10,2.11e-09,7.42e-09,3.17e-09,4.22e-09,9.98e-10,486.7862516,18.86870971,1436.751672,539.5858004,88001.38712,87932.22461,88069.03097,41.1248973,280.2634872,278.580304,283.1255485,1.373739516,288.3810114,282.275844,296.1156644,4.572298539,0.28986796,-0.142633059,0.559423904,0.188811106,0.959264373,-0.959020884,2.834467208,1.34997546,0,0,0,601,4
"8940",9072,3,2020-11-14,"FLD",9,0.140511928,0.204154577,5.91e-10,8.4e-10,2.6e-10,1.74e-09,5.92e-09,2.48e-09,4.75e-09,9.36e-10,583.0522371,37.11231184,1471.877431,533.1693232,87955.95247,87828.15561,88064.54974,64.3910593,280.1992157,279.1454522,281.9300682,0.769656807,285.9816502,282.0214473,290.7977158,3.026259169,0.328264763,-0.059936076,0.975170969,0.322705587,1.026551852,-0.064799778,2.329063436,0.724941913,1.38e-05,1.38e-05,1.38e-05,601,6
"8941",9073,3,2020-11-15,"FLD",10,0.111334256,0.204154577,6.81e-10,1.42e-09,4.08e-10,1.88e-09,5.05e-09,2.25e-09,7.94e-09,1.36e-09,577.2660823,16.32604135,1831.673367,655.1919295,87954.03664,87800.85226,88143.24459,106.5162038,277.0175401,274.4816824,279.8212004,1.478984717,286.4107894,279.2510162,292.7223228,4.532090762,0.105085963,-0.291575465,0.713691547,0.25149767,0.743541008,-1.221091521,2.689459018,1.280854894,0,0,0,601,7
"8944",9076,3,2020-11-21,"FLD",8,0.077183375,0.204154577,5.16e-10,1.82e-09,5.08e-10,1.23e-09,6.35e-09,1.99e-09,2.13e-09,4.21e-10,573.2046968,18.72000373,1585.664696,608.3404052,88050.7729,87933.08892,88154.10732,68.45940841,277.2075795,274.3900073,281.091068,1.893678417,286.655759,277.7256846,295.667506,6.358370452,0.345588941,-0.20112361,1.091081323,0.308626474,0.850040244,-1.245043074,2.473623391,1.280307899,0,0,0,601,6
"8945",9077,3,2020-11-22,"FLD",9,0.059380433,0.204154577,6.68e-10,3.3e-09,9.22e-10,1.87e-09,5.65e-09,1.7e-09,3.66e-09,6.31e-10,517.8486438,15.02844735,1574.876559,598.4698138,87755.0168,87650.78118,87956.02034,99.49986362,278.0865368,274.7260459,282.448998,2.316347833,289.5428406,280.9362121,297.8104486,5.991157525,0.260284168,-0.176264852,0.741115655,0.246443805,0.79115624,-1.084710738,2.812282984,1.511992373,0,0,0,601,7
"8947",9079,3,2020-11-24,"FLD",8,0.090698325,0.204154577,5.98e-10,2.3e-09,5.98e-10,1.57e-09,5.14e-09,1.38e-09,6.81e-09,1.23e-09,644.1042483,18.90288905,1790.264117,684.6213612,88004.73791,87840.98833,88156.34997,89.12180359,280.4554561,278.6152842,283.2630706,1.114774522,288.8034608,282.1395298,294.7101798,4.296176283,0.105131101,-0.292659002,0.786789496,0.258561325,1.442119489,-0.350537388,3.343468405,1.364968949,0,0,0,601,2
"8948",9080,3,2020-11-25,"FLD",9,0.025921194,0.204154577,6.01e-10,3.2e-09,8.08e-10,2.05e-09,4.55e-09,9.37e-10,5.72e-09,1.01e-09,521.8805289,21.81963081,1394.94081,542.3303577,88076.52363,87894.50398,88271.24524,107.3591389,278.154986,275.381019,280.536467,1.486511192,288.8276148,280.7689548,296.4089848,5.5442521,0.787641774,-0.032163567,1.55484285,0.517159904,0.892394139,-1.220875637,2.306138152,1.262430592,0,0,0,601,3
"8949",9081,3,2020-11-26,"FLD",12,0.048119807,0.204154577,6.37e-10,3.44e-09,8.21e-10,2.19e-09,5.14e-09,9.95e-10,8.56e-09,1.38e-09,579.9957282,18.21127622,1790.326458,679.4047021,87765.41535,87629.54831,88026.87126,126.1437261,276.3660369,272.9015385,281.0393017,2.142801932,291.5073351,282.6424769,299.9616233,5.944458249,0.783819342,-0.09292698,1.322253094,0.416190119,0.467942191,-1.627852041,2.568096126,1.57270095,0,0,0,601,4
